"","age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
"1613",41,"management","married","university.degree","no","no","no","telephone","may","fri",106,6,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"1614",28,"blue-collar","married","basic","no","no","yes","telephone","may","mon",329,1,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
"1615",55,"admin.","divorced","high.school","no","yes","no","cellular","aug","tue",244,2,3,"success",-1.7,94.027,-38.3,0.904,4991.6,"yes"
"1616",54,"businessman","married","university.degree","no","no","no","cellular","oct","thu",99,3,0,"nonexistent",-1.1,94.601,-49.5,0.987,4963.6,"no"
"1617",56,"management","divorced","university.degree","no","no","no","cellular","nov","wed",287,3,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
"1618",40,"technician","married","high.school","no","yes","no","cellular","nov","wed",118,1,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
"1619",49,"management","married","university.degree","no","no","no","cellular","jul","mon",86,4,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
"1620",30,"admin.","single","university.degree","no","no","no","cellular","aug","mon",123,4,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"1621",29,"student","single","professional.course","no","no","no","telephone","nov","fri",232,2,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
"1622",31,"admin.","single","university.degree","no","no","yes","cellular","aug","thu",167,1,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"1623",30,"admin.","married","high.school","no","no","no","cellular","may","wed",166,1,1,"failure",-1.8,92.893,-46.2,1.281,5099.1,"no"
"1624",34,"admin.","divorced","university.degree","no","yes","no","cellular","aug","mon",111,4,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"1625",44,"businessman","divorced","basic","no","no","no","cellular","jul","fri",170,2,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"1626",32,"technician","single","university.degree","no","no","no","cellular","may","fri",457,1,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
"1627",38,"housemaid","divorced","university.degree","no","no","no","cellular","nov","wed",403,2,0,"nonexistent",-1.1,94.767,-50.8,1.03,4963.6,"yes"
"1628",37,"businessman","married","university.degree","no","yes","no","cellular","nov","fri",48,2,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
"1629",29,"technician","married","university.degree","no","no","no","cellular","jul","thu",5,23,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
"1630",30,"admin.","single","university.degree","no","yes","no","cellular","aug","mon",374,12,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"1631",54,"management","married","university.degree","no","yes","no","cellular","apr","thu",85,1,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"no"
"1632",43,"blue-collar","married","basic","no","yes","yes","cellular","jul","tue",393,2,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
"1633",33,"admin.","married","university.degree","no","no","no","telephone","may","wed",92,5,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"1634",57,"unemployed","married","professional.course","no","yes","no","cellular","nov","thu",124,6,0,"nonexistent",-1.1,94.767,-50.8,1.031,4963.6,"no"
"1635",29,"admin.","married","university.degree","no","yes","no","cellular","aug","fri",137,2,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"1636",48,"blue-collar","married","basic","no","yes","no","cellular","may","tue",268,1,3,"success",-1.8,93.876,-40,0.668,5008.7,"yes"
"1637",30,"blue-collar","married","basic","no","yes","yes","cellular","may","mon",231,1,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no"
"1638",45,"admin.","married","university.degree","no","yes","no","cellular","sep","fri",64,1,2,"failure",-3.4,92.379,-29.8,0.741,5017.5,"no"
"1639",42,"blue-collar","married","basic","no","yes","no","cellular","may","thu",56,1,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no"
"1640",31,"admin.","single","high.school","no","no","no","cellular","jul","wed",96,2,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"1641",58,"admin.","married","university.degree","no","yes","no","telephone","oct","mon",9,1,0,"nonexistent",-1.1,94.601,-49.5,0.953,4963.6,"no"
"1642",32,"services","married","high.school","no","no","yes","cellular","apr","fri",340,2,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
"1643",31,"unemployed","married","university.degree","no","no","no","cellular","aug","wed",124,3,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"1644",53,"blue-collar","married","basic","no","no","no","cellular","nov","mon",545,1,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
"1645",53,"admin.","married","basic","no","no","no","telephone","may","wed",35,1,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
"1646",32,"housemaid","married","university.degree","no","yes","yes","cellular","aug","wed",73,1,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"1647",43,"unemployed","married","basic","no","yes","no","telephone","may","thu",305,2,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
"1648",30,"businessman","married","university.degree","no","yes","no","telephone","jul","thu",150,10,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"1649",31,"technician","married","professional.course","no","no","no","cellular","jul","thu",3643,1,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes"
"1650",38,"technician","married","professional.course","no","yes","yes","cellular","nov","wed",11,3,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
"1651",37,"admin.","single","university.degree","no","no","yes","cellular","may","mon",553,1,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no"
"1652",50,"technician","divorced","professional.course","no","no","no","cellular","aug","mon",73,2,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"1653",34,"admin.","single","high.school","no","no","no","cellular","jul","wed",127,1,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"1654",45,"admin.","married","basic","no","no","yes","cellular","jul","fri",268,2,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"1655",34,"management","married","high.school","no","yes","no","cellular","jul","tue",838,3,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"yes"
"1656",31,"blue-collar","divorced","high.school","no","yes","no","cellular","may","wed",829,1,1,"failure",-1.8,92.893,-46.2,1.281,5099.1,"yes"
"1657",27,"student","single","university.degree","no","yes","no","telephone","may","mon",104,1,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
"1658",35,"blue-collar","married","basic","no","yes","no","telephone","may","mon",312,1,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"1659",50,"technician","married","university.degree","no","no","no","cellular","jul","fri",146,1,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"1660",53,"management","married","university.degree","no","yes","no","cellular","nov","tue",313,2,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
"1661",27,"blue-collar","married","basic","no","yes","no","cellular","may","thu",88,2,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no"
"1662",57,"housemaid","married","university.degree","no","no","no","cellular","jul","wed",388,1,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"1663",49,"housemaid","married","professional.course","no","no","no","telephone","may","thu",565,1,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
"1664",32,"management","married","high.school","no","no","yes","cellular","nov","mon",256,2,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
"1665",34,"unemployed","married","basic","no","yes","no","cellular","may","thu",218,4,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no"
"1666",25,"businessman","single","university.degree","no","no","no","telephone","may","wed",199,2,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"1667",29,"admin.","single","university.degree","no","no","no","telephone","jun","thu",247,2,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2,"yes"
"1668",39,"housemaid","married","basic","no","no","no","cellular","aug","thu",183,1,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"1669",40,"admin.","divorced","high.school","no","yes","no","cellular","may","fri",164,1,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
"1670",27,"services","single","university.degree","no","yes","no","cellular","mar","mon",104,1,1,"success",-1.8,93.369,-34.8,0.652,5008.7,"yes"
"1671",55,"unemployed","married","basic","no","yes","no","cellular","oct","tue",156,1,0,"nonexistent",-3.4,92.431,-26.9,0.728,5017.5,"no"
"1672",32,"services","married","high.school","no","no","no","cellular","aug","wed",55,1,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"1673",54,"admin.","married","professional.course","no","yes","no","cellular","aug","wed",103,4,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"1674",43,"technician","divorced","professional.course","no","no","no","telephone","may","thu",644,1,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
"1675",41,"blue-collar","divorced","basic","no","yes","no","telephone","jun","wed",122,1,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"no"
"1676",26,"admin.","married","high.school","no","no","yes","cellular","nov","wed",112,1,1,"failure",-3.4,92.649,-30.1,0.719,5017.5,"no"
"1677",52,"technician","married","professional.course","no","yes","yes","cellular","aug","wed",203,3,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"1678",44,"admin.","married","university.degree","no","no","no","cellular","aug","wed",96,2,1,"success",-2.9,92.201,-31.4,0.879,5076.2,"no"
"1679",44,"admin.","married","university.degree","no","no","no","cellular","nov","fri",135,2,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
"1680",27,"admin.","single","basic","no","yes","no","telephone","may","fri",195,4,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
"1681",28,"management","married","university.degree","no","no","no","telephone","jun","wed",771,2,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"yes"
"1682",47,"housemaid","married","university.degree","no","yes","no","cellular","aug","mon",232,2,0,"nonexistent",-2.9,92.201,-31.4,0.843,5076.2,"yes"
"1683",34,"services","married","high.school","no","yes","no","cellular","jul","mon",206,6,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
"1684",34,"blue-collar","married","basic","no","yes","no","telephone","may","mon",513,1,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
"1685",25,"admin.","single","university.degree","no","no","no","telephone","aug","tue",103,3,0,"nonexistent",-2.9,92.201,-31.4,0.838,5076.2,"no"
"1686",31,"technician","single","professional.course","no","yes","no","cellular","aug","tue",150,1,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"1687",50,"management","married","university.degree","no","no","no","cellular","sep","thu",718,4,3,"failure",-1.1,94.199,-37.5,0.878,4963.6,"no"
"1688",22,"blue-collar","single","basic","no","no","no","cellular","jul","fri",106,1,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
"1689",34,"technician","married","professional.course","no","yes","no","cellular","nov","wed",107,2,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
"1690",50,"blue-collar","married","basic","no","yes","yes","telephone","nov","tue",234,3,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
"1691",25,"student","single","high.school","no","yes","no","cellular","jul","tue",112,1,1,"failure",-2.9,92.469,-33.6,1.044,5076.2,"no"
"1692",51,"businessman","divorced","university.degree","no","yes","no","telephone","may","mon",231,1,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no"
"1693",59,"management","married","university.degree","no","yes","no","cellular","dec","thu",646,3,1,"success",-3,92.713,-33,0.7,5023.5,"yes"
"1694",40,"blue-collar","married","basic","no","no","no","cellular","nov","tue",181,1,1,"failure",-0.1,93.2,-42,4.153,5195.8,"no"
"1695",26,"technician","single","professional.course","no","yes","no","telephone","jun","wed",605,1,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
"1696",32,"admin.","married","high.school","no","no","no","cellular","may","thu",84,1,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no"
"1697",33,"management","single","university.degree","no","yes","yes","cellular","apr","wed",1176,1,0,"nonexistent",-1.8,93.075,-47.1,1.498,5099.1,"no"
"1698",32,"student","single","university.degree","no","yes","no","telephone","jun","wed",209,12,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"no"
"1699",31,"technician","single","university.degree","no","yes","no","cellular","nov","mon",984,1,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
"1700",38,"blue-collar","married","basic","no","no","no","telephone","jun","fri",693,3,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"yes"
"1701",30,"student","single","high.school","no","no","no","cellular","aug","tue",592,3,1,"failure",-1.7,94.027,-38.3,0.899,4991.6,"yes"
"1702",32,"services","married","high.school","no","yes","no","telephone","may","wed",628,2,0,"nonexistent",-1.8,92.893,-46.2,1.27,5099.1,"yes"
"1703",44,"blue-collar","married","basic","no","no","no","cellular","may","thu",556,3,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no"
"1704",35,"admin.","single","university.degree","no","yes","no","cellular","jul","mon",673,8,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"1705",41,"blue-collar","married","basic","no","yes","yes","cellular","may","fri",198,1,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no"
"1706",65,"housemaid","married","basic","no","no","no","cellular","jun","mon",89,2,0,"nonexistent",-2.9,92.963,-40.8,1.266,5076.2,"no"
"1707",43,"services","divorced","high.school","no","no","no","cellular","jul","mon",122,2,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"1708",40,"blue-collar","married","professional.course","no","no","yes","cellular","nov","mon",80,1,1,"failure",-0.1,93.2,-42,4.191,5195.8,"no"
"1709",30,"admin.","married","university.degree","no","no","no","cellular","jul","fri",70,1,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
"1710",66,"unemployed","divorced","high.school","no","no","no","cellular","jul","wed",211,1,1,"failure",-1.7,94.215,-40.3,0.896,4991.6,"yes"
"1711",44,"services","single","high.school","no","no","no","telephone","jun","mon",20,1,0,"nonexistent",-1.7,94.055,-39.8,0.72,4991.6,"no"
"1712",35,"admin.","married","high.school","no","yes","yes","telephone","jun","mon",172,1,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
"1713",26,"blue-collar","single","basic","no","no","no","telephone","jun","wed",83,2,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
"1714",39,"unemployed","married","university.degree","no","yes","no","telephone","jun","thu",72,1,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,"no"
"1715",35,"technician","single","professional.course","no","yes","no","cellular","nov","thu",192,2,1,"failure",-3.4,92.649,-30.1,0.714,5017.5,"no"
"1716",42,"housemaid","married","university.degree","no","no","no","cellular","nov","mon",90,4,1,"failure",-0.1,93.2,-42,4.191,5195.8,"no"
"1717",36,"admin.","single","university.degree","no","no","no","cellular","oct","wed",146,1,1,"failure",-3.4,92.431,-26.9,0.742,5017.5,"no"
"1718",46,"admin.","single","university.degree","no","no","yes","cellular","may","mon",195,1,0,"nonexistent",-1.8,92.893,-46.2,1.264,5099.1,"no"
"1719",35,"businessman","married","university.degree","no","yes","no","cellular","jul","mon",192,3,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"1720",24,"admin.","single","high.school","no","yes","no","cellular","jul","wed",145,4,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
"1721",50,"technician","married","university.degree","no","yes","no","cellular","aug","mon",204,5,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"1722",36,"admin.","single","university.degree","no","no","no","cellular","jul","thu",67,6,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
"1723",39,"technician","single","professional.course","no","no","no","telephone","jul","thu",206,1,0,"nonexistent",1.4,93.918,-42.7,4.966,5228.1,"no"
"1724",42,"blue-collar","married","basic","no","no","no","telephone","jun","tue",110,4,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
"1725",31,"blue-collar","single","university.degree","no","no","no","cellular","jul","fri",35,3,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
"1726",25,"blue-collar","married","basic","no","no","no","cellular","may","fri",114,2,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
"1727",58,"blue-collar","married","basic","no","yes","no","telephone","jul","thu",48,6,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"1728",33,"businessman","married","university.degree","no","no","no","telephone","may","tue",367,5,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"1729",49,"blue-collar","divorced","basic","no","no","no","cellular","nov","wed",55,1,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
"1730",52,"services","married","university.degree","no","no","no","telephone","jun","mon",119,1,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1,"no"
"1731",26,"blue-collar","married","basic","no","no","no","cellular","may","wed",45,2,2,"failure",-1.8,92.893,-46.2,1.334,5099.1,"no"
"1732",43,"technician","married","university.degree","no","yes","no","cellular","aug","mon",134,4,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"1733",26,"housemaid","married","basic","no","yes","no","cellular","jul","mon",149,2,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
"1734",34,"blue-collar","married","basic","no","yes","no","cellular","may","tue",162,1,1,"failure",-1.8,92.893,-46.2,1.344,5099.1,"no"
"1735",24,"services","single","high.school","no","no","no","telephone","may","mon",401,2,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
"1736",33,"businessman","single","university.degree","no","no","no","telephone","may","fri",92,1,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"1737",32,"admin.","divorced","university.degree","no","yes","no","cellular","jul","thu",668,1,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"1738",26,"admin.","single","university.degree","no","no","no","telephone","jul","wed",342,5,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
"1739",56,"unemployed","married","basic","no","no","no","telephone","may","wed",88,2,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"1740",38,"blue-collar","married","basic","no","no","no","telephone","may","thu",21,9,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
"1741",37,"admin.","married","high.school","no","yes","no","telephone","nov","fri",136,1,0,"nonexistent",-3.4,92.649,-30.1,0.716,5017.5,"no"
"1742",22,"blue-collar","single","basic","no","yes","yes","cellular","jul","mon",848,1,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
"1743",50,"blue-collar","married","basic","no","no","no","telephone","jun","tue",128,6,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
"1744",34,"blue-collar","married","basic","no","no","no","telephone","may","wed",606,1,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
"1745",35,"technician","single","university.degree","no","yes","no","cellular","may","mon",271,2,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no"
"1746",25,"admin.","married","high.school","no","no","no","cellular","jul","wed",95,1,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"1747",39,"blue-collar","single","basic","no","no","no","cellular","may","thu",93,1,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no"
"1748",52,"technician","married","professional.course","no","yes","yes","cellular","sep","mon",211,1,1,"failure",-3.4,92.379,-29.8,0.797,5017.5,"yes"
"1749",48,"technician","married","university.degree","no","no","no","cellular","aug","fri",239,1,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"1750",30,"technician","single","professional.course","no","yes","no","cellular","aug","wed",178,2,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"1751",32,"management","married","high.school","no","no","no","telephone","jun","tue",206,1,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
"1752",52,"unemployed","married","university.degree","no","no","no","cellular","nov","fri",115,1,1,"failure",-0.1,93.2,-42,4.021,5195.8,"no"
"1753",44,"blue-collar","single","professional.course","no","no","no","cellular","oct","tue",123,2,0,"nonexistent",-3.4,92.431,-26.9,0.742,5017.5,"no"
"1754",29,"admin.","single","university.degree","no","yes","yes","cellular","aug","thu",254,3,1,"success",-2.9,92.201,-31.4,0.873,5076.2,"yes"
"1755",41,"admin.","married","university.degree","no","no","no","cellular","aug","wed",85,5,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"1756",26,"technician","married","high.school","no","yes","no","telephone","may","fri",305,2,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
"1757",32,"admin.","single","university.degree","no","yes","no","cellular","aug","fri",233,1,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
"1758",31,"admin.","single","university.degree","no","yes","no","cellular","aug","tue",191,2,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"1759",23,"blue-collar","single","professional.course","no","yes","no","cellular","may","fri",136,3,1,"failure",-1.8,92.893,-46.2,1.25,5099.1,"no"
"1760",50,"technician","married","professional.course","no","yes","no","telephone","may","fri",855,2,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"yes"
"1761",29,"admin.","married","university.degree","no","yes","no","cellular","may","mon",565,1,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"yes"
"1762",31,"admin.","single","university.degree","no","yes","yes","cellular","aug","thu",140,3,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,"no"
"1763",48,"housemaid","married","basic","no","no","no","cellular","aug","mon",248,1,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"1764",24,"technician","divorced","professional.course","no","no","no","cellular","apr","fri",332,1,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no"
"1765",35,"technician","married","high.school","no","no","no","telephone","may","wed",208,3,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
"1766",37,"admin.","married","high.school","no","no","no","cellular","may","mon",14,3,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"no"
"1767",33,"admin.","married","university.degree","no","yes","no","cellular","aug","tue",118,3,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
"1768",58,"management","married","university.degree","no","no","no","cellular","aug","mon",164,2,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"1769",54,"unemployed","married","basic","no","yes","no","cellular","jul","thu",148,1,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
"1770",54,"technician","married","professional.course","no","yes","no","cellular","nov","tue",149,2,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
"1771",39,"technician","single","professional.course","no","no","no","cellular","aug","mon",71,1,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"1772",34,"blue-collar","divorced","basic","no","no","no","cellular","apr","fri",204,5,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
"1773",30,"admin.","single","high.school","no","no","no","cellular","aug","fri",72,1,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"1774",59,"unemployed","married","professional.course","no","yes","no","telephone","jun","tue",77,8,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
"1775",25,"admin.","married","high.school","no","no","no","telephone","may","fri",498,1,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
"1776",47,"admin.","divorced","high.school","no","yes","no","cellular","sep","tue",159,1,1,"failure",-3.4,92.379,-29.8,0.755,5017.5,"no"
"1777",32,"admin.","married","university.degree","no","no","yes","cellular","aug","tue",301,3,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"1778",30,"blue-collar","married","basic","no","no","no","telephone","jun","tue",338,1,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
"1779",24,"technician","single","university.degree","no","no","no","cellular","oct","wed",197,1,0,"nonexistent",-3.4,92.431,-26.9,0.724,5017.5,"no"
"1780",58,"businessman","married","high.school","no","no","no","cellular","sep","mon",145,1,2,"failure",-1.1,94.199,-37.5,0.882,4963.6,"no"
"1781",44,"management","married","university.degree","no","no","no","telephone","may","wed",158,2,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
"1782",36,"admin.","married","university.degree","no","yes","yes","cellular","sep","tue",28,2,0,"nonexistent",-3.4,92.379,-29.8,0.819,5017.5,"no"
"1783",33,"businessman","divorced","basic","no","yes","no","telephone","may","tue",355,1,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
"1784",31,"blue-collar","single","high.school","no","no","no","cellular","jul","mon",42,6,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
"1785",35,"management","married","university.degree","no","yes","no","cellular","aug","thu",108,4,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,"no"
"1786",29,"blue-collar","married","basic","no","no","no","cellular","may","fri",202,2,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no"
"1787",58,"management","married","university.degree","no","yes","no","cellular","jul","mon",260,1,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
"1788",43,"blue-collar","married","basic","no","yes","no","telephone","may","tue",269,3,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
"1789",38,"businessman","married","basic","no","yes","no","cellular","jul","fri",215,3,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
"1790",36,"technician","single","professional.course","no","no","no","cellular","jul","thu",54,4,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"no"
"1791",56,"unemployed","married","professional.course","no","no","no","cellular","aug","tue",139,2,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"1792",32,"admin.","married","university.degree","no","no","no","telephone","may","thu",99,2,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
"1793",48,"blue-collar","married","basic","no","yes","no","telephone","aug","fri",67,2,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"1794",31,"technician","married","university.degree","no","no","no","telephone","nov","mon",57,4,0,"nonexistent",-3.4,92.649,-30.1,0.714,5017.5,"no"
"1795",41,"blue-collar","married","basic","no","yes","no","cellular","may","tue",234,1,2,"failure",-1.8,92.893,-46.2,1.344,5099.1,"no"
"1796",51,"management","married","university.degree","no","yes","no","cellular","aug","thu",386,1,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
"1797",26,"admin.","single","high.school","no","no","no","telephone","may","fri",619,2,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"yes"
"1798",34,"admin.","single","university.degree","no","no","no","cellular","sep","fri",260,3,2,"success",-3.4,92.379,-29.8,0.773,5017.5,"yes"
"1799",26,"blue-collar","married","basic","no","yes","no","telephone","jun","wed",71,1,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
"1800",39,"technician","married","high.school","no","no","no","cellular","aug","mon",225,2,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
"1801",52,"unemployed","divorced","professional.course","no","no","no","cellular","jul","tue",867,2,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
"1802",57,"businessman","married","university.degree","no","no","yes","cellular","jul","thu",1441,2,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes"
"1803",38,"housemaid","married","university.degree","no","no","no","telephone","jun","mon",100,5,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
"1804",31,"admin.","married","high.school","no","no","no","cellular","may","thu",172,2,1,"failure",-1.8,92.893,-46.2,1.266,5099.1,"no"
